,cousine,business_id
2385,Chinese,xHyJm3MR5V1XsY1LnTDyWA
2386,Bars,AoJUauqYx9rjBPouocdFjg
2387,American (New),AoJUauqYx9rjBPouocdFjg
2388,Sports Bars,AoJUauqYx9rjBPouocdFjg
2389,Nightlife,AoJUauqYx9rjBPouocdFjg
2390,Pizza,YORZx16vwsHjAT5EmglLHw
2391,Chinese,fgFIHU4scmArJH-52fpqFg
2392,Pizza,RT06SJHkloqMvNn1aXdpBw
2393,Nightlife,-r0wNFCnAkK8DjMnv3L6Zg
2394,Hot Dogs,6NAOp61ozWlO6KCxTlgCkw
2395,Fast Food,JGTPb06Ix_v7uq3HADzq8w
2396,Tex-Mex,JGTPb06Ix_v7uq3HADzq8w
2397,Food,L6Qumi_rEtOAfX2FQXm06Q
2398,Ice Cream & Frozen Yogurt,L6Qumi_rEtOAfX2FQXm06Q
2399,Fast Food,L6Qumi_rEtOAfX2FQXm06Q
2400,Chinese,nOb5CUmPsVFV9PCKOpgcFw
2401,Food,OY576QqMcpLD8yGq8lVR5Q
2402,Bagels,OY576QqMcpLD8yGq8lVR5Q
2403,Delis,OY576QqMcpLD8yGq8lVR5Q
2404,Bakeries,w43fQnuFAJVX9AsS06vwXA
2405,Food,w43fQnuFAJVX9AsS06vwXA
2406,American (Traditional),w43fQnuFAJVX9AsS06vwXA
2407,Burgers,7pNagv71UAR4Z3ccF8JWLQ
2408,Chinese,632ieN9WlWR-3bG5Uug7Vg
2409,Bars,HKr_xfeyrv2Bh7urZsQEVA
2410,American (New),HKr_xfeyrv2Bh7urZsQEVA
2411,Nightlife,HKr_xfeyrv2Bh7urZsQEVA
2412,Lounges,HKr_xfeyrv2Bh7urZsQEVA
2413,Fast Food,PSbMvWJXA4EWMN4qvWZ7OQ
2414,Pizza,7iFL3b8m4PT0kxosv-SB_A
2415,Sandwiches,di5qPql10Oxy1z8EmbAFMA
2416,Thai,FHywRwdeksNsE8mGZU4PNg
2417,Pizza,A-hKn9an5ZUqUMYEU9RucA
2418,Italian,A-hKn9an5ZUqUMYEU9RucA
2419,Fast Food,oU968d4WjL0dgk_8qq5BXw
2420,American (Traditional),MhvT7kwSYnleQwRYJP2syQ
2421,Fast Food,MhvT7kwSYnleQwRYJP2syQ
2422,Nightlife,mkvGW-l5BCNQvSzjLDYoBg
2423,Bars,mkvGW-l5BCNQvSzjLDYoBg
2424,Sports Bars,mkvGW-l5BCNQvSzjLDYoBg
2425,Mexican,h26RO7jLyJ6YPHegwpQUPQ
2426,Hawaiian,GfMRsE7rYqNyfC6wUYZkzA
2427,Mexican,UeWr0eT1KEoMSYwf0vXIKw
2428,Food,7XfT2w9Eb2Xbu-iP4xulPQ
2429,Breakfast & Brunch,7XfT2w9Eb2Xbu-iP4xulPQ
2430,Bagels,7XfT2w9Eb2Xbu-iP4xulPQ
2431,Delis,7XfT2w9Eb2Xbu-iP4xulPQ
2432,Indian,NKSA0em3dHSGTyo6Eu-Waw
2433,Buffets,NKSA0em3dHSGTyo6Eu-Waw
2434,Steakhouses,80tJzUERJjRDjpxUXy4M6w
2435,Italian,rqKvfrvfsM_TQMv4IP1YVw
2436,Pizza,rqKvfrvfsM_TQMv4IP1YVw
2437,Sandwiches,LxdSGPR9XFjn_HVVq2Nzmg
2438,Buffets,1svyifERkfuuz02lbeK2dA
2439,Chinese,1svyifERkfuuz02lbeK2dA
2440,Seafood,LmVcYycG_VI3S6RNgqiriw
2441,Italian,LmVcYycG_VI3S6RNgqiriw
2442,Pizza,ST0fLT0ZDqKNUxeY0unV8A
2443,American (Traditional),7eYbf4F9hNq6BQhUnLrWZw
2444,Pizza,7eYbf4F9hNq6BQhUnLrWZw
2445,Salad,7eYbf4F9hNq6BQhUnLrWZw
2446,Sushi Bars,T-D-YoUQlttcF9a2ZyOxfA
2447,Japanese,T-D-YoUQlttcF9a2ZyOxfA
2448,Food,BhpK8QOwmisFhiTSMLX-JA
2449,Ethnic Food,BhpK8QOwmisFhiTSMLX-JA
2450,Specialty Food,BhpK8QOwmisFhiTSMLX-JA
2451,Japanese,BhpK8QOwmisFhiTSMLX-JA
2452,Mexican,JHxbkTrLH-jpum0N0zt2XQ
2453,Food,OBUbR8vRZ7RmotiwvBlVDg
2454,Barbeque,OBUbR8vRZ7RmotiwvBlVDg
2455,Mexican,j_oBbxZY_hxmWNu7nfhslg
2456,Mexican,oEUgOnQb3Cpl_zpGtR3itA
2457,Chinese,Xh7lpLo9TxodWgV5VdWeiA
2458,Chinese,ARtxGEA68ZJAqqXpl4yH5Q
2459,Japanese,1TB4WNBOdNQkueagIUh_FA
2460,Fast Food,owmcrAOmaJeB8O6UQlhgNw
2461,Mexican,owmcrAOmaJeB8O6UQlhgNw
2462,Sandwiches,rz720wm8lHe1-aJDZeU52Q
2463,Pizza,c2_iUhnFqctffbBCSVMEbQ
2464,Mexican,EeQlS9VLlfWT25-MeYsJTg
2465,American (Traditional),w5UduCXEjPr-uSmib5oPAw
2466,Steakhouses,w5UduCXEjPr-uSmib5oPAw
2467,Italian,QSdTpJxyMZcZgne-4On7vA
2468,Bakeries,VLXpl4P9b2ndIQUd-eGP2g
2469,Food,VLXpl4P9b2ndIQUd-eGP2g
2470,Cafes,VLXpl4P9b2ndIQUd-eGP2g
2471,American (Traditional),mbPdVUCUhpqc0zLL13FObg
2472,Buffets,mbPdVUCUhpqc0zLL13FObg
2473,Japanese,pfloinlyhv4tbxXEJ9D_yA
2474,Mexican,vcfQI3Tq8c5_nBimuwdNtg
2475,Food,a01JeGRdPYArzDgBLP9M5w
2476,Sandwiches,a01JeGRdPYArzDgBLP9M5w
2477,Bagels,a01JeGRdPYArzDgBLP9M5w
2478,Breakfast & Brunch,a01JeGRdPYArzDgBLP9M5w
2479,Chinese,9OtcE1XTl3xeB-icTU15FQ
2480,Sushi Bars,gqLWBFxOKag8dXwVxEvTrg
2481,Japanese,gqLWBFxOKag8dXwVxEvTrg
2482,Italian,zwToyWL4dT1clsFPK9wI2w
2483,Burgers,XpkaEp0UhtNMpKtEGfsV7Q
2484,Fast Food,XpkaEp0UhtNMpKtEGfsV7Q
2485,Fast Food,LY7cgkRDB6_QJ8QhV7YhUA
2486,Gluten-Free,zOJdahdaaLz7DpfdIucslg
2487,Asian Fusion,zOJdahdaaLz7DpfdIucslg
2488,Chinese,zOJdahdaaLz7DpfdIucslg
2489,Sushi Bars,0qUesn1TBPpPjW20h5Lqfg
2490,Pizza,d47eCbPAEWha4KHmjMB_Ew
2491,Mexican,y6uO4ydAwBHUujfiSktxZg
2492,American (Traditional),-GPiLRLH0MWH6Pjs0WDglg
2493,Steakhouses,-GPiLRLH0MWH6Pjs0WDglg
2494,Seafood,-GPiLRLH0MWH6Pjs0WDglg
2495,American (Traditional),m34siNIv_F15LIzkmxP7-g
2496,Pizza,PesjIUpxBigUMLHcj8CUNA
2497,Mexican,CmNCRMpiJVtaqYfd9X1INg
2498,Sushi Bars,qLkihXrMgw2E9k3u0sxnOA
2499,Breakfast & Brunch,_wrA7CMbMqcWEDCNghi5cg
2500,American (Traditional),_wrA7CMbMqcWEDCNghi5cg
2501,American (Traditional),aSW8D-uiz8mupVU8XNlZlw
2502,Comfort Food,aSW8D-uiz8mupVU8XNlZlw
2503,Barbeque,aSW8D-uiz8mupVU8XNlZlw
2504,Burgers,OEQMqI-duBA1gbBFzi7BPw
2505,American (Traditional),OEQMqI-duBA1gbBFzi7BPw
2506,Breakfast & Brunch,QyDYXJRz3b4f80qsMgpPFQ
2507,American (New),QyDYXJRz3b4f80qsMgpPFQ
2508,Buffets,QyDYXJRz3b4f80qsMgpPFQ
2509,Chinese,_hTnLGWujfiZhIaCwWH8Ng
2510,Pizza,Dim6R6ki5Z_05bk_V1htbQ
2511,Italian,wCi6nBXnXf5PAHqJZP9dqA
2512,Italian,814EMcyabpse8-Kmgitg7A
2513,Pizza,814EMcyabpse8-Kmgitg7A
2514,Sandwiches,814EMcyabpse8-Kmgitg7A
2515,Sandwiches,mrMF-W7TOUPRX94SEJGMjA
2516,Pizza,mrMF-W7TOUPRX94SEJGMjA
2517,Chicken Wings,mrMF-W7TOUPRX94SEJGMjA
2518,Food,FBNxmgHqP9ksk-56XLJ1eg
2519,Ice Cream & Frozen Yogurt,FBNxmgHqP9ksk-56XLJ1eg
2520,Fast Food,FBNxmgHqP9ksk-56XLJ1eg
2521,American (Traditional),dNsKB5LA2Mf8BDqTS_FAIA
2522,Steakhouses,3AXz9QtOETod7rc4AYMz4w
2523,Mexican,gM8ScswhQXWvwuTLDHakdg
2524,Burgers,nH-M4tv-GF5-aTWJM3iqHg
2525,Mexican,7KCLeDNdFDkdoA6MUavxwQ
2526,Pizza,d_I2nyM2Wlc_g6aWTdAkIQ
2527,Fast Food,dRSs6fSLY_DQTWOeo09Thw
2528,Sandwiches,7lB6Yr3KCe9DVnbs1ihpMw
2529,Pizza,7lB6Yr3KCe9DVnbs1ihpMw
2530,Chicken Wings,7lB6Yr3KCe9DVnbs1ihpMw
2531,American (Traditional),aivGtJ8QlzyS_nzZV6CUUQ
2532,Sandwiches,jzxTcaIVe6zOb6H9touwaA
2533,American (Traditional),uV09al7PIZ3v5xj1nW60bA
2534,Italian,FuqWdD44gYFhofESN6JD1A
2535,American (Traditional),3X081wewB-J5tIMO_aOPnA
2536,Steakhouses,3X081wewB-J5tIMO_aOPnA
2537,Seafood,3X081wewB-J5tIMO_aOPnA
2538,Italian,eaALRpmBxLeBl17U2LrRHg
2539,Burgers,Q3LD0oaNyYxD3LAe5CW55g
2540,American (Traditional),Q3LD0oaNyYxD3LAe5CW55g
2541,Fast Food,Q3LD0oaNyYxD3LAe5CW55g
2542,American (New),Tlp5G-slaW4XKRxhgjaCpA
2543,American (Traditional),lFKcrBE-1w5q0TAFxZ_Qww
2544,Bars,TQasUKgKxJGMINAXuNE63A
2545,Sports Bars,TQasUKgKxJGMINAXuNE63A
2546,Nightlife,TQasUKgKxJGMINAXuNE63A
2547,Italian,miUjtW5ZOc4WN0pB53VokA
2548,Mexican,K45lBLY0uTnPduIOw7U_BQ
2549,American (Traditional),NuFs1Sh5wUa7ZLISMtCMRA
2550,Mexican,FIQ3z8gmwgagH9XsPx9BdQ
2551,American (Traditional),PUaNORt_B7Uim4JyClvPMg
2552,Fast Food,dSrt1yGR3SUhvZvv1wyzrA
2553,Mexican,4SbNOPZZ2PG-c74gH1Tx9g
2554,Fast Food,NXM8ne3kCsrq3EQo42UW2A
2555,American (Traditional),XLn3Tm6Kr8SzJp8HuYXwnQ
2556,Pizza,t29wW3rArvdLayBzmkZb3g
2557,Breakfast & Brunch,GHFfUWLpMGT80i36qMzgPw
2558,American (New),ifbMLSdB-VWs0wEN6UzBcQ
2559,American (Traditional),Te_i6EWlOJVdQpuELBABhg
2560,Diners,Te_i6EWlOJVdQpuELBABhg
2561,Pizza,9Wy2CxVwnKoT5X4GrGzfyw
2562,Mexican,m-3kIelwdkCO1F5G6vnENg
2563,Bars,OPKUjv6D5G46Lh2BHP20fA
2564,Mexican,OPKUjv6D5G46Lh2BHP20fA
2565,Nightlife,OPKUjv6D5G46Lh2BHP20fA
2566,Burgers,k9jVAnCxDUfg3f9CN9boRw
2567,Fast Food,k9jVAnCxDUfg3f9CN9boRw
2568,Diners,tQFlPrAqUJb5InX71xVl1g
2569,Burgers,3fWX1wBJDsDiMsFZ1iFzyA
2570,Fast Food,3fWX1wBJDsDiMsFZ1iFzyA
2571,American (Traditional),FxteKHchB9rFBHTZNTZH_A
2572,Burgers,1mzM1-IeDhPOmWXaHOUbmw
2573,Steakhouses,l9lhGTM2jWHlcddeWkiN5g
2574,Fast Food,dajwInsYeaIsRLY6vd6Zzw
2575,Mexican,dajwInsYeaIsRLY6vd6Zzw
2576,Tex-Mex,dajwInsYeaIsRLY6vd6Zzw
2577,Pizza,00F1t_WeyPx4eQV3kPqv5w
2578,Mexican,jVp2NDys7GX81jLFn8kGhQ
2579,Breakfast & Brunch,rw7JAQHE5Kpgs6YUMBeaBA
2580,American (Traditional),rw7JAQHE5Kpgs6YUMBeaBA
2581,Pizza,18FygiATTjYHyLz8A5Prcw
2582,Chinese,kFUku0uG1OzQ4OFC__FyHQ
2583,Food,PdTyucLF2U9rO3aN39m-eg
2584,Bagels,PdTyucLF2U9rO3aN39m-eg
2585,Breakfast & Brunch,PdTyucLF2U9rO3aN39m-eg
2586,Delis,PdTyucLF2U9rO3aN39m-eg
2587,Seafood,3oJvShXv3HYTwl7rlcLFJg
2588,American (Traditional),3oJvShXv3HYTwl7rlcLFJg
2589,Mexican,ZXvxDxhNz8XSe59oj2QlZg
2590,Mexican,rNqvFXxGSj37MsUI6GyqFA
2591,Pizza,ZJmzBRQUXeQ6e1yv5nHNqw
2592,Sandwiches,C1Ke_yh42mOFNac59UGYOg
2593,Fast Food,LqmUxPOdZIvTBGk5F1rlLA
2594,Italian,bU1ShcSD6obWRDqyu-IG4w
2595,Pizza,bU1ShcSD6obWRDqyu-IG4w
2596,Sandwiches,bU1ShcSD6obWRDqyu-IG4w
2597,Mexican,iz7CE0-jUgo3UU6DJbpv-Q
2598,Fast Food,LFOfaMvC6g7huKW5e35nsQ
2599,Pizza,WYf4exS-QvyaqUyn9_-5Bg
2600,Caterers,gqgAKOQaBU_xDRSjrWMCTQ
2601,Pizza,gqgAKOQaBU_xDRSjrWMCTQ
2602,Event Planning & Services,gqgAKOQaBU_xDRSjrWMCTQ
2603,Arts & Entertainment,if_VgGCfq18P2Z24JdipSA
2604,Music Venues,if_VgGCfq18P2Z24JdipSA
2605,Bars,if_VgGCfq18P2Z24JdipSA
2606,Nightlife,if_VgGCfq18P2Z24JdipSA
2607,American (New),if_VgGCfq18P2Z24JdipSA
2608,Sports Bars,if_VgGCfq18P2Z24JdipSA
2609,Fast Food,2mzgdkSCNIGr0LYAr8i3Yw
2610,Sandwiches,2mzgdkSCNIGr0LYAr8i3Yw
2611,Mexican,-iR3xWy3JK_JEhnGWQj9zg
2612,Burgers,1WTH8nYiGOMUe32q7WDx7Q
2613,American (Traditional),1WTH8nYiGOMUe32q7WDx7Q
2614,Nightlife,C0vHeuHvd8H-9pJ1Qsb48Q
2615,Fast Food,hOTcQdhky7J2v0Phb2Ol4g
2616,Breakfast & Brunch,dlBKl_UBkiAol4KgCUG5uw
2617,Italian,I2v6oOTiN5kp6jxCOAWTiw
2618,Barbeque,cHxDyQWXyFDhfEYJbmS1LA
2619,Italian,1oFvqm7eSpJbVpxpPxueaA
2620,American (New),KwoHV8oqC_aFHoZpbOM9XA
2621,Breakfast & Brunch,WYg3T9O4dX7FGaiQC4ooxQ
2622,American (Traditional),NA3tQYxR6Fq5O8nV6u41Tw
2623,Steakhouses,NA3tQYxR6Fq5O8nV6u41Tw
2624,Barbeque,NA3tQYxR6Fq5O8nV6u41Tw
2625,Vegetarian,btlVeAeHKq287Ux6SrUwdw
2626,Buffets,btlVeAeHKq287Ux6SrUwdw
2627,Salad,btlVeAeHKq287Ux6SrUwdw
2628,Seafood,rDanxbBDdAkwbopKNbkAiQ
2629,American (Traditional),rDanxbBDdAkwbopKNbkAiQ
2630,Burgers,OjI5vCMO-5ID2PjFCzrJhA
2631,Steakhouses,OqRD-pLL7JNyYvmbcNmaDQ
2632,Sushi Bars,OqRD-pLL7JNyYvmbcNmaDQ
2633,Japanese,OqRD-pLL7JNyYvmbcNmaDQ
2634,Pizza,yl0jTEkeqQwSQvHjdBAxgw
2635,Fast Food,rjJ2JE5UNPE5JQhPmo1vHw
2636,Fast Food,nBh_r_hseU4fM92-tKaivw
2637,Steakhouses,8dEJ_o0UgGrNX1ejHcuZjA
2638,American (Traditional),8dEJ_o0UgGrNX1ejHcuZjA
2639,Mexican,N13sN1m2zZNJDgRBlP8RYA
2640,Barbeque,lvs-_6i0mjahtOvOvmhNKg
2641,Food,ADJIoHN3uLx-JalYl3r3Dw
2642,Desserts,ADJIoHN3uLx-JalYl3r3Dw
2643,American (Traditional),ADJIoHN3uLx-JalYl3r3Dw
2644,American (New),ADJIoHN3uLx-JalYl3r3Dw
2645,Asian Fusion,1eJ0pC6UrQVkDSflgrs0Fw
2646,Bars,1eJ0pC6UrQVkDSflgrs0Fw
2647,American (New),1eJ0pC6UrQVkDSflgrs0Fw
2648,Nightlife,1eJ0pC6UrQVkDSflgrs0Fw
2649,Bars,iPOvppPpoMPUMPyVN81JLQ
2650,American (Traditional),iPOvppPpoMPUMPyVN81JLQ
2651,Sports Bars,iPOvppPpoMPUMPyVN81JLQ
2652,Nightlife,iPOvppPpoMPUMPyVN81JLQ
2653,Chicken Wings,iPOvppPpoMPUMPyVN81JLQ
2654,Greek,SkcccvAydbt5zlQI0EUL2g
2655,Mediterranean,SkcccvAydbt5zlQI0EUL2g
2656,Pizza,IRUsIQSgjkk7Ah5RBsIfJg
2657,Italian,Me1m-be0Mk3OylUMSZusIw
2658,Pizza,Me1m-be0Mk3OylUMSZusIw
2659,Sandwiches,Me1m-be0Mk3OylUMSZusIw
2660,Mexican,BpWeAIGCrl5jxt-sMJgDsg
2661,Tex-Mex,BpWeAIGCrl5jxt-sMJgDsg
2662,Fast Food,-8vrk9UzM2oIey95PZOHuA
2663,Burgers,ZzYf1rngz1fDYJTgNDetDA
2664,American (Traditional),ZzYf1rngz1fDYJTgNDetDA
2665,Fast Food,ZzYf1rngz1fDYJTgNDetDA
2666,Chinese,9vUZ2CPTDG7Ppy-f3Dm6hQ
2667,Sandwiches,K3ixgWzwRVWYt3Kc1JqQ9A
2668,Pizza,70t-ybLLFRTEKZ28sRCH2w
2669,Diners,N_zdv9ApM_RIk_80KsNX5g
2670,Pizza,cYhtaMEEumE59uUOCUaKrw
2671,Pizza,ZjpCTpG87cmd9agfpz-EaQ
2672,Italian,ZjpCTpG87cmd9agfpz-EaQ
2673,Nightlife,bmePFvYkAIa3FPIMfhDDMw
2674,Nightlife,NNKTWmKBEQlMu6t-K8cYPw
2675,American (Traditional),T2xiF9kMc_WRH0GeKAXC-g
2676,Breakfast & Brunch,k41DURkrKj8_fSyRIxQtcA
2677,Sandwiches,38nEHav_0tMMCMZXTisfCg
2678,American (New),ltAPE16jLxC-BAnHhcI9CQ
2679,Chinese,PpBig3Nf7kMf5aC0HmOX1A
2680,Cafes,0wRPvS-sG5x-pEMKVuDBJg
2681,Breakfast & Brunch,nI1reikhvzQKyXojeUCPqg
2682,Mexican,nI1reikhvzQKyXojeUCPqg
2683,Burgers,DQY3RlqV7LlD3w4UJXiPeg
2684,Breakfast & Brunch,nyUdKma0UUQMjqa6BaXVlg
2685,Delis,nyUdKma0UUQMjqa6BaXVlg
2686,Burgers,7xnzVnCLsbBwfoRemL4NMQ
2687,Fast Food,RrI7eg0TZtdwCpXBWHTo3A
2688,Mexican,RrI7eg0TZtdwCpXBWHTo3A
2689,Tex-Mex,RrI7eg0TZtdwCpXBWHTo3A
2690,Seafood,o-DRmVihuTjS3x9OXSj0tw
2691,American (New),o-DRmVihuTjS3x9OXSj0tw
2692,Burgers,Y3jVDgLRULH52M4_fXQOug
2693,Fast Food,Y3jVDgLRULH52M4_fXQOug
2694,Chinese,CwTYM1-zs80BB1AWJrWmxQ
2695,Bakeries,PaLJoYycupjosFKHTNzpHQ
2696,Food,PaLJoYycupjosFKHTNzpHQ
2697,Breakfast & Brunch,PaLJoYycupjosFKHTNzpHQ
2698,American (Traditional),PaLJoYycupjosFKHTNzpHQ
2699,Sandwiches,1kVg1hADY5MUGMYuuHRJSw
2700,Pizza,1kVg1hADY5MUGMYuuHRJSw
2701,Chicken Wings,1kVg1hADY5MUGMYuuHRJSw
2702,Fast Food,bjOoO1Cfv3E4Oowes0kzDg
2703,American (New),oksXk_PEtYrWJJBGNhl5zw
2704,Chinese,oksXk_PEtYrWJJBGNhl5zw
2705,Chinese,V6csWcyvwOg_E2ni3V_CgA
2706,Pizza,hr41l2QX7OHh3k_x0Zk2Vw
2707,Sandwiches,bhdop9MG7r1il2522gTOjA
2708,Casinos,dS5qlJ6au0Wz9FwmbPSjYA
2709,Arts & Entertainment,dS5qlJ6au0Wz9FwmbPSjYA
2710,Cinema,dS5qlJ6au0Wz9FwmbPSjYA
2711,Bakeries,j1BASG5Kvt6dqfjCmtjtuA
2712,Food,j1BASG5Kvt6dqfjCmtjtuA
2713,Fast Food,j1BASG5Kvt6dqfjCmtjtuA
2714,Fast Food,2Ouo2D7E5Yz8OG7xB--yug
2715,Barbeque,2Ouo2D7E5Yz8OG7xB--yug
2716,Hawaiian,2Ouo2D7E5Yz8OG7xB--yug
2717,Soul Food,V7fgezCN6R5NQEM0R3LTAw
2718,Southern,V7fgezCN6R5NQEM0R3LTAw
2719,Fast Food,a1PlXjP2mzPMpQOIA49XWg
2720,Italian,Vhc7JJd5S347VW1s2x0F6Q
2721,Sandwiches,3AZJlGRcOfVH43pJuA29yw
2722,American (Traditional),0JhjsUzRz98dhAUr5o2DCw
2723,Italian,sItVzx2HXJ0Ew5xbpW9Axg
2724,Pizza,sItVzx2HXJ0Ew5xbpW9Axg
2725,Bars,uQ9l0maZVCwD4mRo2rFekQ
2726,American (New),uQ9l0maZVCwD4mRo2rFekQ
2727,Nightlife,uQ9l0maZVCwD4mRo2rFekQ
2728,Tex-Mex,PGH5N9zJc33RPy0QpNS9GQ
2729,Bars,PGH5N9zJc33RPy0QpNS9GQ
2730,Mexican,PGH5N9zJc33RPy0QpNS9GQ
2731,Nightlife,PGH5N9zJc33RPy0QpNS9GQ
2732,Mexican,6pwfij0EmcsIvM9dIhBg4Q
2733,Hawaiian,bzSzpGAn4kjGRtsgMM1pvg
2734,Bars,P2GmH6-8wsPXSfu3VoYxSg
2735,American (Traditional),P2GmH6-8wsPXSfu3VoYxSg
2736,Sports Bars,P2GmH6-8wsPXSfu3VoYxSg
2737,Nightlife,P2GmH6-8wsPXSfu3VoYxSg
2738,Chicken Wings,P2GmH6-8wsPXSfu3VoYxSg
2739,Seafood,H67AgSUZZ_0j3-sCstLZgg
2740,Steakhouses,H67AgSUZZ_0j3-sCstLZgg
2741,American (Traditional),H67AgSUZZ_0j3-sCstLZgg
2742,American (Traditional),XkJ_2Xz-ysUTHixd15qG8g
2743,Mexican,JZc6ZIB2AsafKmLI41MDUA
2744,Greek,LsUJZOMKl4QpWbVCV2nVqQ
2745,Mediterranean,LsUJZOMKl4QpWbVCV2nVqQ
2746,Wine Bars,_SM8UKIwBNbmj1r629ipoQ
2747,Bars,_SM8UKIwBNbmj1r629ipoQ
2748,Nightlife,_SM8UKIwBNbmj1r629ipoQ
2749,Italian,_SM8UKIwBNbmj1r629ipoQ
2750,Mexican,buSMFn_zImET7rBBuAjR0g
2751,Pizza,cAPjkG4oP7EC34wIqentgQ
2752,Gluten-Free,cAPjkG4oP7EC34wIqentgQ
2753,Burgers,QXnWy1Jk8VfmG4RDW9MqTg
2754,American (Traditional),QXnWy1Jk8VfmG4RDW9MqTg
2755,Fast Food,QXnWy1Jk8VfmG4RDW9MqTg
2756,Italian,O0xL1GpKv35u8p26y8Ok6w
2757,Burgers,Kbnud85y88SIzCVGPm990Q
2758,Fast Food,Kbnud85y88SIzCVGPm990Q
2759,Steakhouses,KweGJLJj933YHMbi-f9SAg
2760,Pizza,j2HZ_eCJ-I1vsDto9Y8c-w
2761,Burgers,2lCxj6koowOOZ2pCdDUtZQ
2762,Pizza,2lCxj6koowOOZ2pCdDUtZQ
2763,American (New),2lCxj6koowOOZ2pCdDUtZQ
2764,Arts & Entertainment,VWOUGDssh6WRRa0BX3Lb7g
2765,Casinos,VWOUGDssh6WRRa0BX3Lb7g
2766,American (Traditional),VWOUGDssh6WRRa0BX3Lb7g
2767,Bakeries,NfdZgoNTGsfth9MS8Qaurg
2768,Food,NfdZgoNTGsfth9MS8Qaurg
2769,Delis,NfdZgoNTGsfth9MS8Qaurg
2770,Italian,hXgXnr-ZJBeIyvPdD0o5tQ
2771,Arts & Entertainment,jfnMPsUgGSz9XCvnZ0TnDg
2772,Casinos,jfnMPsUgGSz9XCvnZ0TnDg
2773,Nightlife,jfnMPsUgGSz9XCvnZ0TnDg
2774,Burgers,HYtLxN-Ecps-o-ApS2a9Hw
2775,Fast Food,HYtLxN-Ecps-o-ApS2a9Hw
2776,American (Traditional),3_Imz6IarFowUFjQOoibrg
2777,Pizza,secsGLdQOaJPATB9SnHlew
2778,American (Traditional),NpYP6JbdGaa6rVy7Pd0ZeA
2779,Food,q_7HCj-P5B_mepvTTgq7Kw
2780,Coffee & Tea,q_7HCj-P5B_mepvTTgq7Kw
2781,Sandwiches,q_7HCj-P5B_mepvTTgq7Kw
2782,Breakfast & Brunch,pKeiYrbA8Azh-z1NqN44KQ
2783,American (Traditional),pKeiYrbA8Azh-z1NqN44KQ
2784,Pizza,JyfJYQURfRuDvrWRlDDELw
2785,Arts & Entertainment,eeVoOZoa7huk09dfYga0eg
2786,Casinos,eeVoOZoa7huk09dfYga0eg
2787,American (Traditional),eeVoOZoa7huk09dfYga0eg
2788,Mexican,Nf2Vj8R6So6_jeX-YhAdJA
2789,Thai,H2eCY4wIIudy5C0BW5Y3ZQ
2790,Chinese,H2eCY4wIIudy5C0BW5Y3ZQ
2791,Burgers,pLkCwBknZUkJqIdlPswyuQ
2792,Fast Food,pLkCwBknZUkJqIdlPswyuQ
2793,Chinese,0VYUal2MQs4VlUVgPYGaNg
2794,Grocery,WD7VN5hKNTYNR6LAo4doVg
2795,Food,WD7VN5hKNTYNR6LAo4doVg
2796,Specialty Food,WD7VN5hKNTYNR6LAo4doVg
2797,Delis,WD7VN5hKNTYNR6LAo4doVg
2798,Meat Shops,WD7VN5hKNTYNR6LAo4doVg
2799,Health Markets,WD7VN5hKNTYNR6LAo4doVg
2800,Bars,hoJfpvsj-hQfU7MM5_Eafg
2801,American (Traditional),hoJfpvsj-hQfU7MM5_Eafg
2802,Sports Bars,hoJfpvsj-hQfU7MM5_Eafg
2803,Nightlife,hoJfpvsj-hQfU7MM5_Eafg
2804,Chicken Wings,hoJfpvsj-hQfU7MM5_Eafg
2805,Fast Food,10kKkojqQmjYfFRtfLQLpg
2806,Sushi Bars,rcVvLdCiR_cf77sj9sDlLw
2807,Japanese,rcVvLdCiR_cf77sj9sDlLw
2808,Burgers,pzknmlIv7BLZurzglS-lng
2809,American (Traditional),pzknmlIv7BLZurzglS-lng
2810,Breakfast & Brunch,iEfPkzBUnTeYYUldwxJzOw
2811,Fast Food,-klcXxRui4WSJpi__eV5Ww
2812,Food,iO1RtDpu9xORD-Nsy6tNlw
2813,Bagels,iO1RtDpu9xORD-Nsy6tNlw
2814,Steakhouses,xDXVHNv6socQ7a2zF9q-mw
2815,Mexican,xDXVHNv6socQ7a2zF9q-mw
2816,Seafood,xDXVHNv6socQ7a2zF9q-mw
2817,Event Planning & Services,xDXVHNv6socQ7a2zF9q-mw
2818,Hotels & Travel,xDXVHNv6socQ7a2zF9q-mw
2819,Italian,xDXVHNv6socQ7a2zF9q-mw
2820,Hotels,xDXVHNv6socQ7a2zF9q-mw
2821,Mexican,Qi2R3JN5Prx69X5r1RXwCA
2822,Italian,vgOpnyxW5d8pvIdFBXdBtg
2823,Steakhouses,tJfB8N05sQ6h50Z3vo8AMw
2824,American (Traditional),gXFvsM4pwXeDl1sj6f3c6Q
2825,Delis,WH2dTWhA9Q0X2cscHfaeKw
2826,Caterers,WH2dTWhA9Q0X2cscHfaeKw
2827,Sandwiches,WH2dTWhA9Q0X2cscHfaeKw
2828,Event Planning & Services,WH2dTWhA9Q0X2cscHfaeKw
2829,Delis,3kO4E-C1V_rKQ5Uq16_BPA
2830,Fast Food,ai1-59g86PVlghjrlX067w
2831,Mexican,ai1-59g86PVlghjrlX067w
2832,Gluten-Free,jR8B83Mf2vKMN_1BTHBs0g
