,business_id,name,stars,state,review_count
2810,MAfc2V_EVtyR9rMxxEAPLg,Khai Hoan Restaurant,4.0,AZ,190
2811,UI8iKvzhGn2qZCGIqtQqrQ,Harlow's Cafe,4.0,AZ,268
2812,o6w5mssU2sGOceaqPWOczQ,Samurai Sam's Teriyaki Grill,5.0,AZ,3
2813,8Hn5X1AqgmSLHRG2KgBJBg,Oregano's Pizza Bistro,4.0,AZ,308
2814,3uGE4jy0FQJ4miKr4PycjA,Oscar's Pizza,2.5,AZ,3
2815,RtApx92iFX4n-e1VlQlkmQ,Copper Kettle-Salads Balti & Taandoori Grill,3.0,AZ,11
2816,G3zvxtzN46-rfTTqwfhqLg,Maloney's On Campus,3.0,AZ,8
2817,onwUqByAIhtkyJsEITV5lQ,Vine Tavern & Eatery,3.5,AZ,61
2818,AEDOhkPdlVoYu3ImKDVk9g,Sabuddy,4.5,AZ,6
2819,8_wUsDlOE8Guecq5RZZjDg,Tessio's Pizza,3.5,AZ,67
2820,SNpVV5viJ2aPylP6bkAx8Q,International House of Pancakes,3.5,AZ,22
2821,f_re4xw6zXn2DAbcChF-AQ,El Tlacoyo,4.0,AZ,19
2822,eg4nd09goZ8opkthsKgn5Q,King Tut Cafe & Catering,4.0,AZ,28
2823,JsanjIgKkl_b6kc4qWC55Q,Delhi Palace Cuisine of India,3.5,AZ,107
2824,6pd0Z40VifMh6ETJrOw_0g,Whataburger,4.0,AZ,21
2825,7kAXbY8hjHhC-nZKR2Embg,ASU Karsten Golf Course,4.5,AZ,25
2826,NMYXPFV8V5uOi9wUuR3mdg,Kohinoor Cuisine of India,3.5,AZ,43
2827,x-lEn6WxwqSNrdYdgjRsyw,Dilly's Deli,4.0,AZ,111
2828,YPjYXym_ELaoo8c2cdVPBA,Library Bar & Grill,3.0,AZ,40
2829,L2J3JfjXZLnX1rLhWKthqA,Rula Bula,3.5,AZ,304
2830,c1yGkETheht_1vjda7G5sA,Green,4.5,AZ,648
2831,FPboZrUMSNYE4Yy_0fX-Ug,Jim's Coney Island Cafe,3.5,AZ,48
2832,XyE2QzPQjhvMXpSyw5Kvog,Philly's Sports Bar & Grill,4.0,AZ,59
2833,cfRrO0P-L7o6UWL81pmxCA,Lo Cascio's Italian Restaurant,3.5,AZ,50
2834,6ie9xvy2WW1pn7RuBvGNhg,Tasty Kabob,4.0,AZ,80
2835,fNi9qUvM4G4MtjsFgUI7Qg,In Season Deli,3.5,AZ,22
2836,VBhgkRUNe9gjc1HpmHA3Zw,Rosita's Fine Mexican Food,3.0,AZ,96
2837,bMqkyZZzfJ3CnmrgGBjJGg,Wendy's Old Fashioned Hamburgers,3.0,AZ,6
2838,HibY2EcXQhd4_JK_E_RX-Q,Mr Hunan,2.5,AZ,44
2839,m_rEr3Vg1-f9Dg-Nag4FWg,El Pollo Supremo,4.0,AZ,106
2840,Mh85-BDqDHlngT8G2ZnRWg,Otto Pizza & Pastry,4.0,AZ,80
2841,6oRAC4uyJCsJl1X0WZpVSA,Haji-Baba,4.5,AZ,400
2842,cUaaIk_3UdeSJ54CLvrW8A,Slices,3.5,AZ,79
2843,XBm9ffI2pK-A_HcoHXAbcQ,My Big Fat Greek Restaurant,3.5,AZ,140
2844,FG_GRMLSj68ximzfrr9eWw,Macayo's Depot Cantina,3.0,AZ,139
2845,jrZ4CdPKcXtFv_xhV8ThaA,Susie's Mexican Cafe,3.5,AZ,43
2846,Z_AF7hMunongLQ0XZPNaRg,Little Szechuan,3.0,AZ,37
2847,roPC5nhFSV1mklVVOzTjzw,La Fonda Mexican Foods,3.5,AZ,30
2848,C42yP2SAQyit92zVyRAqMw,Rally's Hamburgers,3.0,AZ,29
2849,Y-NqaDy_1bb-Y5dQ33x-Pw,Sacks Art of Sandwicherie,3.5,AZ,35
2850,6md4A90THda31wTg1bB3hg,Spinato's Pizza,4.5,AZ,243
2851,5BXNeSwzOy1nhU9PtCHvIw,Stray Cat Bar & Grill,3.5,AZ,33
2852,my9uotsFBYJl9L66iS5EuQ,The Bamboo Club,3.0,AZ,18
2853,4XTcSltd2GydhvOzAV4SaQ,Pho Nhat,3.5,AZ,57
2854,_uxcGC8YbHH2kJgXT2CxZw,Crazy Fish & 202 Sushi,2.5,AZ,18
2855,x8I3XYa6CbI9REIJpDFtQA,Dave's Dog House,4.0,AZ,40
2856,-O7H5LhBkE13VQZB0QZI0Q,Fat Tuesday,3.0,AZ,86
2857,IIYSJTKznSQmb--Kt1-HGA,Char's Thai Restaurant,3.0,AZ,7
2858,q33WQvdsAeJHbTDYnCvxMw,Yvonne's Cafe,3.0,AZ,25
2859,CO8UjN6WXsDJqo5qJx8nFA,Tokyo Stop,3.5,AZ,41
2860,vAOTGsBMJp2ebRCJ6Ny7NQ,Monti's La Casa Vieja,3.5,AZ,242
2861,BZ5Fqx0dTwZgnLzCcMyJaQ,Munch A Mania,4.5,AZ,49
2862,EKzMHI1tip8rC1-ZAy64yg,House of Tricks,4.0,AZ,419
2863,IoKd6IJaSZnR8KZTuHw-yA,Pizzeria Uno,2.5,AZ,6
2864,S7f-B7KNSTU_akRQGeft6Q,Uno's,2.5,AZ,10
2865,Kur7YGwuw6CqnqEypNrOvQ,Fujiya Market,4.0,AZ,63
2866,u4gTf8OO6ywnnBUp7UL_vA,Ichiban Japanese Restaurant,1.5,AZ,5
2867,4AKcmN--0hbF0kX9pg8scg,The Chuck Box,4.0,AZ,318
2868,tmFFpZxewCwtZGnC4YfcXg,Gentle Strength Cooperative,5.0,AZ,4
2869,q37eFP7wNLVg5ka1BophAg,Domino's Pizza,3.0,AZ,10
2870,W5tBa2Bvs2fCXQuM40REAA,Pete's Fish & Chips,2.0,AZ,36
2871,-wwJIaO7-diyEqxGwZKVuQ,Sub Factory,3.5,AZ,8
2872,kBF7JSs3VGdjjcf46vk4nw,The Original Hoagie Shop,3.5,AZ,17
2873,yi5pFL1xhnMUH0BZb8xNUw,Trailer Park Restaurant,3.0,AZ,27
2874,Kv3rSUtmAzDA2ADAkKUVYg,Urban Cafe,4.0,AZ,4
2875,iNT6pcUugoXsDlZgRTyhtw,Caffe Boa,3.5,AZ,356
2876,0udEgNqy5rLR5pZ4kD19Og,Thai Basil,4.0,AZ,220
2877,2ceeU8e3nZjaPfGmLwh4kg,Casey Moore's Oyster House,4.0,AZ,445
2878,KyiV6r8jH_bgq3VkAaYw_A,Ladybug Cafe,4.5,AZ,14
2879,rlQCMHmaMjPzEh3BeaDkIg,Serranos Mexican Food,3.5,AZ,71
2880,MwaFQkJxzqg8G5_hTip99A,Joe's Crab Shack,3.0,AZ,97
2881,D3e0Caowj_1X4o6C9hzN1w,Carmen's Bistro,2.0,AZ,20
2882,RtkO-NApvScuMyQGpwRfIw,Papa Razzini,4.0,AZ,17
2883,63oKTPacLDyd9D5XwmAlUA,Classic Italian Pizza,4.0,AZ,109
2884,0m0KmAYGvC34MfwJIEgCEA,Fuddruckers,3.5,AZ,48
2885,eWvfBkL6NPtIjfqhCo7EdA,Domino's Pizza,3.5,AZ,7
2886,y3V2jqKmvWjyo9Mc-Ipn4g,Pasand,3.0,AZ,36
2887,b7-1zOz2yaQZ7JUHqHLAlA,Gourmet Wok,3.5,AZ,14
2888,n2obEkXP7e3QCNkYXcO3Cg,Baseline Sports Bar,3.0,AZ,27
2889,p06uRJ0HO4k9FXabVX45Pg,Wendys,2.5,AZ,10
2890,SZ9JuY-zD0SIrBS1b9Isyg,Taco Bell,4.0,AZ,7
2891,yKC98yTn7_feZ8LOx5jAvA,Panda Express,3.0,AZ,8
2892,bygCmRIxMiLjs66Qf3whSA,Einstein Bros Bagels,3.0,AZ,20
2893,446KvdN175pZ8nc64QB51w,Chuy's Mesquite Broiler,3.0,AZ,13
2894,nseCVrqIJ6GLdSz6dn4fkA,Boathouse,4.5,AZ,3
2895,ZlmZKy8IYfExSP33WJflwQ,Tom's BBQ,3.5,AZ,63
2896,3_-UavvGHSl3yzyX3KGg0Q,Burger King,2.0,AZ,6
2897,tHztlek7Ecs-5ZonXUATyA,Apple Spice Junction,3.0,AZ,8
2898,xgiMIVfuR94h2NACaQfo3w,Little Caesars Pizza,2.5,AZ,4
2899,iZpgRNPogioU5sEaDyl5uw,Chopstick Express,3.0,AZ,67
2900,eYi7Ylx0srVaeCLnkeXyrQ,Church's Fried Chicken,2.5,AZ,8
2901,ApEvXLmsPMWsUVEfPkrmfg,P.croissants,3.5,AZ,75
2902,Kp7FuOK-vb1ufpCsTU14eQ,Lychee Inn,4.0,AZ,23
2903,pSiR8m18iick2D7TFdmb-Q,Wong's Place,4.0,AZ,86
2904,baV9mE-cD9u-buA9N_k-Xg,China Town Buffet,2.5,AZ,38
2905,TOy2PLtojYMCaVzHsEzyhw,Popeye's,3.0,AZ,11
2906,lJcXm5UJ2yAGcX6hUN2kfg,Carl's Jr,3.0,AZ,13
2907,QxpX4slDIOGFEHlPV4mrSw,San Diego Bay Restaurant,4.0,AZ,45
2908,166feddAL9YETnzTSUJ8aA,El Yaqui Restaurant,4.0,AZ,16
2909,YL_EiYALmGUd1lm5HZgL3w,Someburros,3.5,AZ,121
2910,fON48rwmABedlUu0DWVEiA,Filiberto's Mexican Restaurant,4.0,AZ,32
2911,pA0Z8FbnfsoRmHe1ULqHeQ,McDonald's,1.0,AZ,5
2912,2o8wGRVSn1UCrwSMqwgu-g,Rubio's Fresh Mexican Grill,4.0,AZ,37
2913,sNuyncpQdcvfEpfZS-3Yew,Tott's Asian Diner,4.0,AZ,213
2914,kCuThQa4pyo6S7hXyfSqkg,Denny's,3.5,AZ,12
2915,UcEaSZ2nd721f0C67zN23w,Chinatown Restaurant,2.5,AZ,11
2916,ZLMTpar6-f_TgekXpaza6g,Rosati's Pizza,3.0,AZ,17
2917,8tGQZpKXJzQEu0we77w7eg,McDonald's,2.0,AZ,9
2918,AoQ53rJ0ZWvVgJYRXGduKQ,Domino's Pizza,3.0,AZ,4
2919,ZgvRm5mAyHJs-yWH6pYHww,Il Primo Pizza & Wings,3.5,AZ,20
2920,dVdZTdXcz2W-Hp3NFXQuJA,Panda Express,4.0,AZ,7
2921,iOdaFYr_V6SKEKzB2fE92Q,Sonic Drive-In,1.5,AZ,3
2922,Dl75rUIh6VWgg4bRxOLqoA,Polibertos Taco Shop,4.0,AZ,21
2923,1cTI09YZ3uRPXt3YkznuPg,A Touch of European Cafe,4.5,AZ,75
2924,mLH4DEWVcYVFHwsVNyb-uw,Papa's Gyros,4.0,AZ,17
2925,2zJbG645xRdTfAprhaVQTQ,Mama Lupitas,4.0,AZ,23
2926,UksBiIoqV0sr4kcqBOE4nQ,Lenny's Burger Shop,3.5,AZ,28
2927,DfJRq4pqowfdTB4iTAENjQ,Vito's Pizza,4.0,AZ,42
2928,xqg3eJBQjPTeNJAk33Bm9A,Hilberto's Mexican Food,2.5,AZ,4
2929,5lYd_fpm7ug7_Xzu7RloPQ,El Pollo Loco,2.5,AZ,4
2930,VCGyfZMhaCNUnYTK-ihvXQ,Him's Jl Buffet,3.5,AZ,6
2931,9_2qTGdmBx2lAJlAIKHOiw,Submarinos,4.0,AZ,20
2932,SvZXOhA_hIuQgR34VfVqnQ,Dazzo's Dog House,4.0,AZ,55
2933,znk2Myv_dDjUIRm7cYHdHQ,Pizza Old Roma,4.0,AZ,25
2934,19yh2tk7HXOBG8GU0_OrKQ,Caramba Fresh Mexican Food,3.5,AZ,17
2935,oPhx1YGHyLmtl6sfo3Vr8A,Pedro's Mexican Restaurant,4.0,AZ,89
2936,4RsM5U2poPyQZsaefj85lA,Hing Loon Chinese Ex,2.5,AZ,8
2937,VEDXuvU1gZy3PqD9q32uwQ,King Wah Express,4.0,AZ,22
2938,Yw86Jnab9ixke9xJ5pLhMQ,Pete's Fish & Chips,2.0,AZ,46
2939,8VRTiv3IWanIf6W16KxHnw,Famous Sam's,2.5,AZ,3
2940,O-s2pyewnZXyyxBAfka7-A,The Corporate Cafe,4.0,AZ,5
2941,QtJSfc2kMLacyfyL9Z6NUQ,Lily's Cafe,5.0,AZ,3
2942,Ldf1VTbrd66IKzhhLcNjdQ,Neriberto's,2.5,AZ,3
2943,RjMUBuL5XVoyrS58xxImqQ,Peter Piper Pizza,2.0,AZ,6
2944,WYd1nHMfXkuSUOXXiXFvpQ,Ming-Gee Chinese Food Restaurant,3.5,AZ,24
2945,oB3LAXzg-GgnPbBRUsvxxw,Kiss the Cook Restaurant,3.5,AZ,82
2946,4kSWilkz2MRpLRDBQH0j7g,Church's Fried Chicken,3.0,AZ,6
2947,QzC9ePNTrJ5QQwehsmMAWA,La Perla Cafe,3.0,AZ,60
2948,CFuzIBaREsa0nunnI_FFYg,Parsons Family Restaurant,3.5,AZ,30
2949,C3X564vqQ1bYLE9rlg5Q0Q,Mi Pueblito Mexican Food,3.5,AZ,5
2950,sc1UacpE3cVNJueMdXiCyA,Canton Wong,2.5,AZ,7
2951,367BbOm_KU4ljgj41p9f3g,Del Taco,3.0,AZ,4
2952,UvHZBttSo_9mkebNGJfS-A,McDonald's,3.5,AZ,4
2953,GPmV6e8A1gpfrCCrbe3Pkg,Panda Express,4.0,AZ,4
2954,7rNxQjRe7vd755tG6JeU2w,Taco Bell,4.0,AZ,6
2955,6G4UcbJ-j9v9TOAJekkvAw,McDonald's,2.5,AZ,5
2956,oKGhW4Vb3CDiGfPQDNkpzw,Pizza Hut,2.5,AZ,6
2957,4xTEUanoQgInQXRMBZtYuQ,Wendy's,3.5,AZ,3
2958,B_fVPPUxw0TA9TfT5NB5AQ,Palermos Pizza,3.5,AZ,19
2959,HBzv6vjTkeM-s_UIFCg2gg,Ono Hawaiian BBQ,3.5,AZ,51
2960,OFdO9i3NZ23HNS2ua4PVoQ,Dragon Garden Express,2.5,AZ,6
2961,ARKzU5IdVkBryBQMmBwlUg,Mariscos Las Playitas,4.0,AZ,6
2962,HUR7B6X_f_V_50w4pfoyyQ,Cafe Zamora,3.5,AZ,29
2963,VFi-N5ySGpId7-ie85rSHQ,IHOP,3.5,AZ,12
2964,y9z_y8VD7xr7lf8qR-uFCg,Tony's Cafe,4.0,AZ,15
2965,TnKMo7BnsbqFaeNL1GY3og,Bamboo Palace Buffet,2.0,AZ,3
2966,pytGIsvsxzC64BbYhFHVjw,Raul and Theresas Restaurant,3.5,AZ,68
2967,LRLN1CIUprYLs6rWUC5bAg,Del Taco,3.0,AZ,6
2968,KUuJuEudXr__j_BHYXBNYQ,Sonic Drive-In,2.5,AZ,5
2969,lQkeHWsmL48KQGXGjdEOfg,Whataburger,4.0,AZ,12
2970,wX5HgfD1i1HYU7T6JZvh1Q,Ed's Fish & Chips,3.0,AZ,8
2971,FosnBEgugCZfnvBwQbZPSA,Jack in the Box,3.5,AZ,4
2972,rhOC6FyEpPuZxm563uwLzQ,Baja Fresh Mexican Grill,4.0,AZ,9
2973,CVpsw1ojfQBMuasB1nF3zA,Barro's Pizza,4.0,AZ,18
2974,-TcEs-q39n1LC3kJBXZp0w,Jack In the Box,2.0,AZ,5
2975,TehSM5JrMRikSnjnnfulbw,Tonto Bar & Grill,4.0,AZ,90
2976,_F2DNPjsqgkAd50zuX8dYQ,Harold's Corral,3.5,AZ,127
2977,rQEVIWkcIjnfIKUrqovUDA,Wagon Wheel,4.0,AZ,21
2978,4FmFTk3qmd5inT-ZGFYwgw,Indian Village,4.0,AZ,20
2979,1lS4-F785wYGn6u2dzUgow,Le Sans Souci Restaurant,3.5,AZ,28
2980,pG1_llTQIrd5NRc_acQMKQ,Satisfied Frog,3.0,AZ,11
2981,7Z_VmjR74f2Wf-hTBPDF3g,Oak's Diner & Flapjacks,3.5,AZ,58
2982,Oxgiv8PVn4RXth_bHSbB7A,Alberto Italian Restaurant,4.0,AZ,47
2983,QaYbXnV84aD-BdZ56EFUTw,Legend Trail Golf Club,4.0,AZ,12
2984,Zkl24YXMfpPnMXzjBLp3aQ,Buffalo Chip Saloon and Steakhouse,4.0,AZ,116
2985,YOlwn4aUSQX6fckAFRWvJw,The Horny Toad,3.0,AZ,88
2986,co_6LeIptstZXrYlTrvQyw,Subway,3.5,AZ,5
2987,GY56AE5HGV2dWcRNGXumbQ,Cocomo Joe's,2.5,AZ,51
2988,4pC4jMoanLySaOgGRwyXLQ,The Hideaway,4.5,AZ,27
2989,HS6K-7G7rkqv4lN3a_pk9A,Wendy's,2.0,AZ,5
2990,2cIEpsD_mv5zLaAM1B_JZA,Brisam's,4.0,AZ,54
2991,kKCcVXO7VLcjjZP2gYcr-Q,La Fondita,2.5,AZ,4
2992,Zpl8mUrhJJizHHOhbP4bxQ,Humberto's Taco Shop,3.0,AZ,14
2993,32dee8YUFOSBDeIRmG-tPA,Rio Mirage Cafe Y Cantina,4.0,AZ,46
2994,QcNC8YJCKIg8vFUPWcPQog,Burger King,1.5,AZ,3
2995,9xbQT85RGZmQK-bFcDUXTQ,Bill Henry's Texaco Food Mart,4.0,AZ,4
2996,sygb2W4NRadVXiWhW8bnFQ,Sofia's Mexican Food,4.0,AZ,19
2997,5lQatU1Kf-W-rUavMjJhfQ,Big Heng,4.0,AZ,63
2998,782gZiEOJdexc2NEba7KtA,Carl's Jr,2.5,AZ,6
2999,wPMKAGNsLXNr-A4_ctxU_Q,Pizza Hut,1.5,AZ,3
3000,2eedL3hDviwReK0w1NkRIw,Brunos Pizza,4.0,AZ,9
3001,q-UtIUIsL6W7_fxuxBfxeA,Church's Chicken,2.0,AZ,4
3002,0SI_lD1xTb6hUqpruo6ovw,Gallagher's Food & Fun,3.5,AZ,11
3003,VaN93_qJshvhx_wAfOM7eA,Jack In the Box,3.0,AZ,5
3004,txOMZiCpQwI4qydicluM3g,Dennys,5.0,AZ,4
3005,5G_oPzPhlTJ1zMmqywWOUw,Filiberto's Mexican Food,3.0,AZ,5
3006,k14-CYr2UDE-B5qc3Q9CYQ,Don Lencho's,3.0,AZ,20
3007,ct7GR8_z34WRrNT2LPkbUQ,Quiznos,4.5,AZ,3
3008,GZ9Bzur_XJGGu_oD5BOkOw,Ramiros Mexican Food,2.5,AZ,3
3009,6MxbrPOLk6UNDiET8ZEGog,Peter Piper Pizza,2.5,AZ,11
3010,8QLxPr5UaeuZrTMYulGzdQ,Panda Express,3.5,AZ,3
3011,68mm1E5mTzMjEylitv4hlw,Taco Bell,3.0,AZ,5
3012,6eF3g32tGeeq5dfGqtcnuQ,China Place,3.0,AZ,17
3013,rhN7xg5XzvRKvdAXE9lBtA,Q Bar and Grill,3.5,AZ,18
3014,GMcqokLizYYEOxAT3J_4_w,Bobo China,3.5,AZ,16
3015,7Yr8FRINq9ZDdR30OLtEHg,Good China Restaurant,4.0,AZ,11
3016,0SGgz8jHkSCcxcYOXOAkLw,Der Kaffee Kuchen,4.5,AZ,4
3017,cyxnQ6EocFbAENe7nRwx4Q,Mercer's Restaurant,4.0,AZ,18
3018,FB8rHyZSWZareFx9-bXGEw,Earl's Mexican-American Food,1.5,AZ,5
3019,fAJM5vQ4dJn2xSfWMAEu-A,Brothers Family Restaurant,3.5,AZ,33
3020,wuudosx7qqxJgLr8wer8NQ,Wendy's Old Fashioned Hamburgers,2.0,AZ,5
3021,gw-zDohfYJ3_RDlDd3faRw,Peoria Cafe,4.0,AZ,40
3022,LQbzGUOXOxYqAWInQ1terw,King Buffet,2.5,AZ,14
3023,bGeBLbhwk4vMwa859GRzeg,Pizza Hut,2.5,AZ,4
3024,uLzb0n7iYbaTZKeta1RDAw,Nino's Mexican Food Restaurant,4.0,AZ,20
3025,FcGExDY3hv9EIu0CTbAS9g,Subway,2.5,AZ,3
3026,r6Hq9Cdh6eknx_1syrdusg,Coco's Family Restaurant,2.5,AZ,8
3027,7_SWD2uS3yVsFXzuw8k5MA,Little Bite of Italy,2.5,AZ,18
3028,JFqf-f4qQ07S_M_EQRO7VQ,Bobbie's Cafe of Sun City,2.5,AZ,24
3029,kbRp8hTFtIhE5kblOQLjaw,KFC,1.5,AZ,8
3030,TZreEdLD25xVwkyvmkgSoA,Furr's Buffet,4.0,AZ,10
3031,dSKxZU3Puy77MUTMXwDlgQ,Tivoli Gardens,3.0,AZ,20
3032,v4VW2kQ9Z__wBxD6l_mCHA,Golden Star Chinese Food Restaurant,2.0,AZ,5
3033,g_pdHHdZ8LYL1eU8mfqRtg,La Flor De Michoacan,4.0,AZ,21
3034,tcxNX3YiHNbaobEpPFyOtA,Petes Fish & Chips,3.5,AZ,29
3035,Yetz4GH7-hlQTOuLJhUTPw,Irma's Mexican Food,2.5,AZ,5
3036,hGTDqGAQtnyrTwoxF1_gAA,Waffle House,3.0,AZ,17
3037,xI8fuMPM6SAmaySdYFDOmw,Denny's Restaurant,2.5,AZ,10
3038,KWHxtFzhNG-Wk1wKv0qTRQ,Alta Villa,4.5,AZ,3
3039,GSxkH_GCTuySl3KHSdroQw,Arby's Roast Beef,3.0,AZ,4
3040,VEVeXNBX_LUoHaHCJpxUMQ,Hole 'n One,3.5,AZ,9
3041,Wg_mT_9_tLbsLfzTtnOBqA,Nan Jing,3.0,AZ,25
3042,5rLrDmE3p2X6SWXgOzP-cw,Garden Cafe,3.5,AZ,5
3043,xgfjaN0Vt9cj2div4kIKUg,Florencia Pizza,4.5,AZ,11
3044,fTVKujZ0ommD6wYsyxtpjw,Pizzafarro's,3.0,AZ,24
3045,ro17yuwmjOYk5_JwJRuAIQ,China Joy,3.0,AZ,11
3046,Cd6B3ErSmNwTjDlju_lU3g,Carefree Station,3.5,AZ,82
3047,MHPXDXVE_cUYodfPhkadeQ,Black Mountain Coffee Shop,4.0,AZ,19
3048,954o54yKmtBrd_F3EynwNA,Giordano Trattoria Romana,3.5,AZ,14
3049,aDgvx-OlL69ltaOAxN4VZQ,Bad Donkey Sub Salad & Pizza,4.5,AZ,20
3050,Yi7YURdTAIb-evY9WbYLog,Domino's Pizza,3.5,AZ,4
3051,61Vom2zpAp5yt0wcidRRCQ,Sushi Yuki,3.5,AZ,24
3052,HFj8LRDtS62uGAj-J_eNOw,Popeye's,3.5,AZ,8
3053,9-iaE233J-57BEpBFIpIuw,Subway,2.5,AZ,3
3054,kkW8Vi7ht4Btj2SdVdBPkw,#1 Brothers Pizza,4.0,AZ,18
3055,oTbX18g48jcf9h-max38oQ,Wing Hing,4.0,AZ,16
3056,HL_UIPnpucXrP7IHMoJGjA,Chen & Wok,4.0,AZ,15
3057,uM8zS2iv5Pd_KhMBxjwQZQ,Dillon's Thunderbird,3.5,AZ,76
3058,oEOPHxpg5qcvkOyHVxXOgQ,KFC,3.0,AZ,6
3059,iJVZqAGZok2JNID_zGjFpQ,Top Shelf Mexican Cantina,3.0,AZ,56
3060,GoS_IBdFdjZrQ7J2LSrCMA,Wild Horse West,4.0,AZ,13
3061,R13Yzsye39_1StxO0X1Flg,Campbell Mercantile Cafe,3.5,AZ,3
3062,teZUXAtO9nVlN-240WdOqA,Two Gals From Cal,3.0,NV,5
3063,hE_b2v7IofDpOqCVECbW7Q,A & W Root Beer,3.0,NV,15
3064,shbWVq-_FLspi3yUlSSrGg,The Bistro,3.5,NV,22
3065,LFGgML0kxSya85byHvjn4Q,Roberto's Taco Shop,4.0,NV,13
3066,G0ieJYxzxuD_EcZjTICPsg,Taco Bell,5.0,NV,4
3067,2X79qKO11V2ALh32WtOIxA,Seoul Market,3.5,NV,3
3068,xh0bfPUpBejd81_CfDVKaQ,Medici Cafe and Terrace,4.0,NV,12
3069,XOVw8WHTzCWjfyudwgAN9A,Como's Restaurant,3.5,NV,3
3070,bnHD2YT5OvwdWG5ONxR3Cw,Domino's Pizza,4.0,NV,9
3071,Ez-Xfue0q2o0ozoMOJL6zA,Panda Express,2.0,NV,8
3072,UWw26Zi7GVoZCUFdgekoRw,Port of Subs,4.0,NV,7
3073,mH83uSATUMkoPQe81XSngQ,Emery's / La Barrista Catering II,3.5,NV,22
3074,ErTR62P1wNPelAbHkr_9cw,Fuego Steakhouse,4.0,NV,34
3075,ZgIn53jg5G0OOtQZIEbELA,Wendy's of Las Vegas,1.5,NV,11
3076,Jv3BP6CDVtCs62EZcWdPdA,Jack In the Box,2.5,NV,9
3077,fB89nJKISv0RLzD6YsXacA,Santa Rosa Taco Shop,4.5,NV,32
3078,Qlvu_nNRJAUfJdaLcVk-Qg,Santarosa Taco Stop,4.0,NV,15
3079,CE85IKRDS4GimIaoIp3N5A,Rainbow Club & Casino,4.0,NV,80
3080,b4NMwShYbFz60P9VmcBNZg,Restaurant 2 DOS Potrillos,2.5,NV,22
3081,AyiiaUHG3b3TEWHJZbjslA,Johnny Mac's,4.0,NV,108
3082,3zLH5IoCW_hpupUnru_dCA,Carl's Jr Restaurants,2.5,NV,3
3083,tJdfLkvrIsj8hjX275QsnA,Arby's,2.5,NV,3
3084,6SfP1I_hd0UbPlyQS2N-6Q,Wendy's,2.5,NV,6
3085,XrBv_soFx2y0gXRL9-4ksQ,Little Caesar's Pizza,3.0,NV,9
3086,Nr7abBBN4um7PRkNjKAI3A,Sam-Pan Chinese Restaurant,4.0,NV,3
3087,cEAU51o1Xm5Cp-dg3_-Wlw,Sonic Drive-In,3.0,NV,19
3088,uVnMnzOUrMmh9bbqkLeauw,Villa Pizza,3.5,NV,9
3089,3o3phFSx6S29S-CHh-z4tw,Del Taco,3.0,NV,5
3090,e54FzFs4xznlHo-k-DBFvA,China Inn,2.5,NV,12
3091,wPxoVvK4vpqoN3cMJXIXgw,China Joe's,3.0,NV,11
3092,pHBPPZDTsYdQSSKqq86eXg,The Lotus,3.5,NV,30
3093,woeY1YUkcaXgx6CzWqhATw,Omelet House,4.0,NV,164
3094,1Ix_kSqJLhkRcNuYCfl1yA,Tony's Pizza II,4.0,NV,3
3095,wxRUJXCIM19yivp0tWDznA,Hot Dog Heaven,3.5,NV,55
3096,wW74GB43A-9LtBVWEByPcg,KFC,3.0,NV,3
3097,4B0Gh-Q9ZEc_wD3eb-hEYA,Burger King,2.5,NV,8
3098,xOawuYhFdECY0vJlMBiY7Q,Fausto's Mexican Grill 3,4.0,NV,60
3099,WwNl_1fzeCupBysWF1rLLQ,Coo Coo's Gourmet Coffee Cafe,4.0,NV,42
3100,4x83f_T8kq69mR7egIHwyA,Klondike Sunset Casino,3.5,NV,6
3101,iAKNlWV5WM3qedno1oBRwg,El Mexicano,2.5,NV,6
3102,JVmC54M6XBrjCBim71ELtw,Kavanaugh's Irish Pub and Grill,3.0,NV,30
3103,3dQqoz-yHhOfHrIBMRCD3w,Jasmine Express,3.0,NV,103
3104,dYT89X2Znuy3rh0e00CxDg,Domino's Pizza,3.5,NV,3
3105,qiblsXkj0dEWtoaXx9tE9Q,Northstar Bar & Grill,4.0,NV,10
3106,m5VHA3m_eundVLfMU1Q9qg,McDonald's,2.5,NV,6
3107,smoGuW2a2Nume83mB3JJSw,Applebee's Neighborhood Grill & Bar,2.0,NV,28
3108,aX3dNl6iDh4FaSw7-ipvQw,Papa John's Pizza,3.5,NV,20
3109,yRnl7MxYk1z18UW-g18clA,Pump N Snack,3.0,NV,3
3110,vvur3WRgdgnhYoMUXMZZCA,Aloha Specialties Restaurant,4.0,NV,366
3111,Q5pTGQKEhxgit1fwgrHEbg,Binion's Hotel & Casino,3.5,NV,117
3112,CM4LY-sjD0Q9HivGTFHdoA,Chicago Joes,3.5,NV,118
3113,JrF5GbCfN-KG9zl_IwNf0w,Strip Sandwich Shop,3.0,NV,6
3114,XC9tnUvXARu6XjRxO6u8DQ,Dona Maria Tamales Restaurant,3.5,NV,92
3115,TS7WJefIj-Yzmjw0A81UWA,Mariscos El Mariachi,3.0,NV,4
3116,wqOSESjr7ioLSAUOzzhqoQ,El Sombrero Cafe,3.5,NV,59
3117,zRDru1Ew3aSZHMB99iv-bw,El Gaucho Lucas Cafe,3.5,NV,23
3118,Bdle5wtKm63fVsehxbCgHg,Burger King,2.5,NV,5
